Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2009,254,Carlton,0,0,0,0,38,0,0,0,0,70,0,0,0,104,51,0,0,0,0,0,332
2009,255,Carlton,0,0,0,0,26,0,0,0,0,22,101,0,27,67,0,0,0,21,0,0,761
2009,256,Carlton,0,0,0,0,"1,128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,340"
2009,257,Carlton,0,0,0,0,0,0,0,0,0,19,265,0,20,299,0,0,0,0,0,0,779
2009,258,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315
2009,259,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
2009,260,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,126
2009,261,Carlton,0,0,0,0,37,0,0,0,0,0,0,0,0,127,0,0,0,50,0,0,265
2009,262,Carlton,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2009,263,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,16,0,0,928
2009,264,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,265,Carlton,44,0,0,0,74,0,397,0,0,68,0,0,0,194,0,0,0,0,0,0,"1,008"
2009,266,Carlton,2,0,0,0,46,0,784,0,0,30,0,0,0,5,0,0,0,0,0,0,880
2009,267,Carlton,0,0,0,0,43,0,0,0,0,30,13,0,0,126,0,0,0,0,0,0,335
2009,268,Carlton,0,0,0,0,63,0,0,0,0,0,85,0,0,160,0,0,0,0,0,0,350
2009,269,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,270,Parkville,0,0,0,0,0,0,0,0,26,161,0,0,0,0,0,0,0,49,0,0,"4,195"
2009,271,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297
2009,272,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,273,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2009,274,Carlton,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
2009,301,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8
2009,302,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,303,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,304,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,305,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,306,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,307,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,308,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,309,North Melbourne,0,0,0,0,44,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,92
2009,310,North Melbourne,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
2009,311,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,312,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2009,313,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
2009,314,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2009,315,North Melbourne,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
2009,316,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,317,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,51
2009,318,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,319,North Melbourne,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
2009,320,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,321,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,322,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,59
2009,323,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
2009,324,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,325,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,326,North Melbourne,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,24
2009,327,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2009,328,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,329,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,132
2009,330,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,331,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,88
2009,332,North Melbourne,0,0,0,0,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,52
2009,333,North Melbourne,0,0,0,0,36,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,184
2009,334,North Melbourne,0,0,0,0,18,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,102
2009,335,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,38
2009,336,North Melbourne,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
2009,337,North Melbourne,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,52,173
2009,338,North Melbourne,0,0,0,0,11,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,231
2009,339,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,63
2009,340,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2009,341,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,105
2009,342,North Melbourne,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,10,84
2009,343,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,140
2009,344,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,345,North Melbourne,0,0,0,26,0,0,0,0,31,95,18,0,0,35,0,0,22,51,37,0,400
2009,346,North Melbourne,0,0,0,0,5,0,0,0,0,32,0,0,0,0,0,0,0,21,0,0,110
2009,347,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2009,348,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,349,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,350,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,351,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,352,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2009,353,North Melbourne,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,199
2009,354,North Melbourne,0,0,0,13,53,0,0,0,0,84,0,0,0,35,0,0,0,93,0,0,347
2009,355,North Melbourne,0,11,0,0,56,11,0,0,8,0,30,0,0,0,0,0,0,0,0,0,205
2009,356,North Melbourne,0,0,0,0,34,0,0,0,0,0,0,0,0,16,0,0,0,19,0,0,120
2009,357,North Melbourne,0,0,0,0,46,0,0,0,0,33,37,0,0,124,0,0,0,9,0,0,356
2009,358,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15,0,0,205
2009,359,North Melbourne,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
2009,360,North Melbourne,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,9,0,0,94
2009,361,North Melbourne,0,0,0,0,31,0,0,0,0,23,0,0,0,15,0,0,0,0,0,0,137
2009,362,North Melbourne,0,0,0,0,0,0,28,0,0,27,31,0,0,0,0,0,0,73,0,0,195
2009,363,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,116
2009,364,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2009,365,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,84
2009,366,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2009,367,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2009,368,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,45
2009,369,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,80
2009,370,North Melbourne,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2009,371,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,372,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,373,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,374,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,375,North Melbourne,0,0,0,0,159,0,0,0,0,17,0,31,0,25,0,0,0,0,0,0,333
2009,376,North Melbourne,0,0,0,62,10,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,322
2009,377,North Melbourne,0,31,0,0,251,0,0,0,0,31,90,6,0,64,0,0,0,0,0,17,549
2009,378,North Melbourne,0,0,0,0,16,0,0,0,0,0,138,0,0,12,0,0,0,0,0,0,196
2009,379,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,380,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,401,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,402,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
2009,403,West Melbourne (Residential),0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
2009,404,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35
2009,405,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,406,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,407,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,408,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,409,West Melbourne (Residential),0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
2009,410,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,411,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,412,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
2009,413,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
2009,414,West Melbourne (Residential),0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2009,415,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2009,416,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,418,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2009,419,West Melbourne (Residential),0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,118
2009,420,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2009,421,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,422,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,423,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,16,0,0,61
2009,424,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,14,13,0,0,9,0,0,0,4,0,0,49
2009,425,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,426,West Melbourne (Residential),0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
2009,427,West Melbourne (Residential),0,0,0,0,20,0,0,0,0,0,0,0,0,21,0,0,0,24,0,26,161
2009,428,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
2009,429,West Melbourne (Residential),0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,251
2009,430,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,16,0,0,0,19,0,0,0,0,0,14,125
2009,431,West Melbourne (Residential),0,0,0,0,50,0,0,20,0,0,0,0,26,95,0,0,0,0,17,0,244
2009,432,West Melbourne (Residential),0,0,0,0,38,0,120,0,0,5,0,0,0,0,0,0,0,0,48,0,252
2009,433,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,434,West Melbourne (Residential),0,0,0,0,36,41,0,0,0,21,0,0,0,13,0,0,0,28,0,0,258
2009,435,West Melbourne (Residential),0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,0,0,24,0,0,86
2009,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,437,West Melbourne (Residential),0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
2009,438,West Melbourne (Residential),0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
2009,439,West Melbourne (Residential),0,0,0,0,59,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,165
2006,911,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,440,West Melbourne (Residential),0,0,0,0,219,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,371
2009,441,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
2009,442,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,119
2009,443,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2009,444,West Melbourne (Residential),0,0,0,0,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,081"
2009,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,501,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,224,314
2009,502,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,73,282
2009,503,Kensington,0,0,0,0,0,95,0,0,0,0,0,0,52,0,0,0,0,0,0,75,261
2009,504,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
2009,505,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,40,153
2009,506,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,507,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,111
2009,508,Kensington,0,0,0,0,56,0,0,0,0,0,0,0,53,0,0,0,0,0,0,58,184
2009,509,Kensington,0,0,0,31,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,91
2009,510,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,512,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,136
2009,513,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2009,514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,515,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,519,Kensington,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
2009,520,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2009,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,522,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,523,Kensington,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,43
2009,524,Kensington,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,109
2009,525,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2009,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,527,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,528,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,529,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,530,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,531,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,533,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,534,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,535,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,537,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,538,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,539,Kensington,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
2009,540,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,541,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,542,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,545,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,547,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,549,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,550,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,552,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,553,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,554,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,555,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,556,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,557,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,558,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,559,Kensington,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,61
2009,560,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2009,561,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,562,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2009,563,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,564,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,565,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,566,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,567,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,568,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,569,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,570,Kensington,0,0,0,"2,169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,184"
2009,571,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2009,601,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2009,602,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,603,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2009,604,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,605,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,606,East Melbourne,19,0,0,0,35,0,0,0,0,0,40,0,0,9,0,0,0,0,0,0,188
2009,607,East Melbourne,0,0,0,0,46,0,0,641,0,43,127,0,0,20,0,0,0,19,0,0,"1,001"
2009,608,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,609,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,610,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,611,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2009,612,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2009,613,East Melbourne,2,0,0,0,34,0,0,0,0,20,59,0,0,7,0,13,0,40,0,0,180
2009,614,East Melbourne,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,867
2009,615,East Melbourne,0,0,0,0,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,0,945
2009,616,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2009,617,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2009,618,East Melbourne,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,369
2009,619,East Melbourne,0,53,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
2009,620,East Melbourne,0,0,0,0,9,0,0,0,0,0,548,0,0,28,0,0,0,0,0,0,715
2009,621,East Melbourne,0,22,0,0,249,0,427,0,527,27,176,0,0,279,49,0,0,0,0,0,"1,867"
2009,642,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,643,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,644,East Melbourne,0,0,0,0,701,0,0,0,37,30,203,0,0,316,"1,682",0,0,0,0,0,"3,491"
2009,645,East Melbourne,0,0,0,0,0,0,0,0,0,0,837,0,0,0,0,0,0,0,0,0,843
2009,646,East Melbourne,0,0,0,89,142,0,0,0,0,0,130,0,0,16,0,0,0,0,0,0,436
2009,649,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,171
2009,650,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,651,East Melbourne,0,0,0,0,0,0,0,0,0,0,"2,507",0,0,33,0,0,0,0,0,0,"2,867"
2009,652,East Melbourne,0,0,0,0,0,0,232,0,0,0,0,0,0,0,"2,701",0,0,0,0,0,"2,942"
2009,653,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,654,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,655,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453
2009,656,East Melbourne,0,135,0,143,194,0,0,0,119,0,0,0,0,56,0,0,0,0,0,0,908
2009,657,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,658,East Melbourne,0,0,0,"1,336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,534"
